No,Price,Title,Area,Bedrooms,WCs,Address,Postdate,Description,
1438,3.4,"Bán nhà 5 tầng, diện tích 38m2, gần ô tô phố Tân Mai, hồ Đền Lừ",38,4,,,2023-10-31 20:15:54,"Nhà 4 phòng ngủ, wc từng tầng |Khu dân trí cao, tiện ích, gần chợ, trường học, bệnh viện Bạch Mai, hồ đền Lừ, gần nhiều trường đại học top đầu như Bách Khoa, Kinh tế |Sổ đỏ chính chủ |Giá 3.4 tỷ |LH: 0966694585",
1439,3.4,"Bán nhà 5 tầng, diện tích 38m2, gần ô tô phố Tân Mai, hồ Đền Lừ",38,4,,,2023-10-31 20:15:54,"Nhà 4 phòng ngủ, wc từng tầng |Khu dân trí cao, tiện ích, gần chợ, trường học, bệnh viện Bạch Mai, hồ đền Lừ, gần nhiều trường đại học top đầu như Bách Khoa, Kinh tế |Sổ đỏ chính chủ |Giá 3.4 tỷ |LH: 0966694585",
1440,6,"Bán nhà Phan Văn Trị P10 Gò Vấp, xe hơi ngủ nhà, 46m2, 4 tầng chỉ 6 tỷ",46,3,3,Phan Văn Trị,2023-10-31 20:45:55,"* Vị trí: 20m đã ra mặt tiền đường Phan Văn Trị Phường 10 Gò Vấp. |* Diện tích 46m2, 4 tầng, 3 phòng ngủ, 3WC, 2 mặt hẻm, xe hơi ngủ nhà. |* Hẻm thông tứ tung. |* Nhà trống giao ngay. |* Sổ hồng hoàn công đủ.",
1441,6.5,"PHÙNG CHÍ KIÊN - CẦU GIẤY PHÂN LÔ QUÂN ĐỘI –32M 6 TẦNG MT 6M, GARA OTO-CHỈ 6,5X TỶ.",32,,,,2023-10-31 21:31:26,"Phân lô cực thông thoáng - ô tô vào nhà. |Tầng 1: Để xe rộng (sẵn để oto 4 chỗ) + wc |Tầng 2: Phòng khách + wc |Tầng 3: Bếp, phòng ăn, wc. |Tầng 4: Phòng ngủ Master wc khép kín |Tầng 5: 02 phòng ngủ + 1 wc |Tầng 6: Phòng thờ, sân phơi rộng thoáng mát.",
1442,5.7,"Bán gấp nhà đẹp 4 tầng Lê Văn Việt,60m2 ,xe hơi đỗ cổng , giá đầu tư",60,4,4,"Lê Văn Việt, Tăng Nhơn Phú",2023-10-31 21:59:37,"Diện tích 5x12m vuông vắn , nhà 4 tầng , 4 PN  |Đường 8m rông rãi , thông thoáng |Đường thông ra Lê Văn Việt , Đình Phong phú |Khu nhà cao tầng , dân trí cao |Khu vực tiện ích đầy đủ , gần trường , siêu thị , BHX |Sổ hồng riêng , hoàn công đầy đủ |Chủ kinh doanh thua lỗ cần bán gấp, thương lương mạnh |Giá chỉ 5,7 tỷ",
1443,3800,"3.8 tỷ Bớt Lộc 62m2/3 Tầng ( 4 phòng ngủ ), Gò Vấp HCM",62,4,3,Quận Gò Vấp HCM,2023-10-31 23:37:36,"✈Vị Trí: Khu dân trí cao, yên tỉnh, chợ, trường học các cấp.	 |???? Kết cấu: 4.2x15.1m, 1 trệt 2 lầu ST, đúc bê tông, không lộ giới. |???? Chủ gửi bán nhanh thiện chí mua và bán. |???? Pháp lý: Sổ hồng riêng. |Giá chỉ 3.8 tỷ – 0976728136.",
1444,TT,BÁN CĂN NHÀ 2 TẦNG 2 MẶT TIỀN KIỆT 131 TRẦN PHÚ,72,3,2,,2023-11-01 07:57:40," |- Diện tích 72m2  |- Công năng 3 PN , 2WC , Phòng khách , Bếp , Sân đỗ ô tô |- Bàn giao full nội thất dọn vào ở ngay |- Sổ đã hoàn công |Giá bán : 2,3xx tỷ | | Liên hệ : 0766.546.405 gặp em Thảo xem nhà chốt cọc !",
1445,14.3,Bán nhà mặt tiền đường Tỉnh lộ 10,134,,,,2023-11-01 08:30:32,"KC cấp 4 trống suốt, sau có gác lửng, đang cho thuê kinh doanh |Gía 14,3 tỷ, tl |Vị trí đẹp, kinh doanh sầm uất |Sổ hồng sang tên liền, chủ nhà tặng bản vẽ 4 tầng và giấy phép xây dựng |LH 0938 925 326",
1446,9.7,"Bán nhà mặt tiền đường Trần Văn giàu, đối diện cty bonchen",80,,,,2023-11-01 08:41:25,"????Nhà thiết kế 1 trệt 2 lầu sân thượng đúc kiên cố. Gồm phòng khách rộng rãi thoáng mát, bếp, 5PN, 4WC. Nhà mới đẹp vào ở ngay, ,  |-	Giá 9,7 tỷ tl |????Mặt tiền đường kinh doanh sầm uất. Tiện ích xung quanh đầy đủ., ,  |????Sổ hồng chính chủ mua bán công chứng nhanh., |-	LH 0938 925 326",
1447,16,"biệt thự xây thô Long Biên, 80m x 4 tầng, mặt tiền 8.2m, vỉa hè, ôtô dừng đỗ ngày đêm",80,4,5,,2023-11-01 09:04:41,"+Vị trí : khu vực Hồng Tiến- Bồ Đề- Lâm Du  |+ Thiết kế : xây thô, 4 tầng, ô chờ thang máy, phù hợp vừa ở vừa setup văn phòng công ty  |Pháp lý : Sổ đỏ  |Giá : 16 tỷ ( có thương lượng )  |Liên hệ xem nhà miễn phí và tư vấn : Trần Hải 0906098086",
1448,1.45,"BÁN NHÀ CẤP 4 VỪA XÂY ,SỔ HỒNG RIÊNG THỔ CƯ,CHỈ CẦN 450TR NHẬN NHÀ NGAY",100,2,2,Biên Hòa,2023-10-31 14:12:34,"???? Giá chỉ  1tỷ 450 triệu. Chỉ cần 450 triệu mua được , Ngân hàng BIDV hỗ trợ vay 70% |- Diện tích 100m2 thổ cư hết đất |** Ngân hàng hỗ trợ 70% từ 5- 25 năm |✅️ Nhà cuối đường Đồng Khởi , cách BigC Tân Hiệp 15phút |????Có 2 phòng ngủ, sân xe hơi, phòng khách, sân sau , tolet |????Đường trước nhà 5m, dân cư ở đông |- Bán kính 1km đầy đủ các tiện ích : chợ , trường học, ủy ban, bách hóa xanh, nhà thờ.. |- LH: 0961 124 875  gặp Tài để xem nhà trực tiếp",
1449,11.9,Hxh 8m 3 lầu 4x20 Nguyễn Xí P13 Bình Thạnh,80,4,5,,2023-10-31 14:04:25," |+ Nhà 1 trệt 2 lầu sân thượng kiên cố 4 phòng ngủ 5 wc hẻm to |+ An ninh, dân trí, sầm uất, vỉa hè ngang dọc |+ Ngay Phạm Văn Đồng, sân bay, đại học Văn Lang",
1450,16.7,"Cần bán nhà phố Trần Duy Hưng, ô tô tránh, vỉa hè kinh doanh 68m2 mặt tiền 4.2m, 5 tầng chắc chắn giá 16.7 tỷ",68,4,,,2023-10-31 13:44:17,"* Nhà nằm cách phố Trần Duy Hưng chưa đầy 50m, là địa điểm vàng để kinh doanh đa dạng các loại mặt hàng. Xung quanh nhà hội tụ rất nhiều cửa hàng, cửa hiệu của các thương hiệu từ nhỏ đến lớn, khu vực trung tâm nhiều tòa chung cư cao cấp, tòa văn phòng làm việc hạng A… càng làm tôn thêm giá trị và tiện ích cho ngôi nhà này. |* Nhà có diện tích 68m2 mặt tiền 4.2m được xây dựng 5 tầng, thiết kế khung cột chắc chắn - THOÁNG HAI MẶT. Nếu để ở cải tạo thêm thang máy, nếu để kinh doanh thì decor lại thì theo nhu cầu: từ văn phòng, café, hiệu thuốc, spa… và rất nhiều loại hình dịch vụ khác. Nhà có thiết kế cụ thể như sau:  |- Tầng 1+2: thông sàn cầu thang + wc cuối (cực thuận lợi nếu để kinh doanh) |- Tầng 3+4: mỗi tầng 2 phòng trước sau + WC và cầu thang giữa. |- Tầng 5: Phòng thờ, sân trước sau. |* Nhà có pháp lý rõ ràng, sổ đỏ chính chủ sẵn sàng giao dịch. Giá bán hiện tại là 16.7 tỷ. |* Quan tâm liên hệ điện thoại/zalo: 0963146879 gặp anh Dũng.",
1451,19.5,"BÁN NHÀ MẶT PHỐ LONG BIÊN 256M, MẶT TIỀN 9.2M, FULL THỔ CƯ",256,2,1,,2023-10-29 13:45:13,"-Vị trí : Ngô Gia Tự-Đặng Vũ Hỷ, gần khu đô thị Việt Hưng  |-Hiện trạng : nhà cũ 2 tầng  |-Pháp lý : Sổ đỏ  |Giá: 19.5 tỷ ( có gia lộc )  |Liên hệ xem nhà miễn phí và tư vấn : Trần Hải 0906098086",
1452,3.45,"Chính chủ cần Bán Nhanh Nhà Cấp 4 Đường 22, 55m2 cạnh cao đằng công thương, giá chỉ 3 tỷ 450 TL",55,2,1,"Đường 22, Phường Phước Long B, Q9",2023-10-30 12:10:53,"_ DT 55m Công nhận 48.8m |_ Nhà cấp 4 tiện xây mới. Sổ Hồng Riêng hoàn công đầy đủ  |_ Gần Trường Cao Đẳng Công Thương, Trạm y tế, Trường mầm non. |_ Cách vành đai 2 chỉ 80m, thuận tiện di chuyển XLHN, Cao tốc và Trung tâm  |Giá 3,45tỷ |Lh: 0388668882 gặp Tâm ( zalo )",
1453,2.75,"Bán nhà Quan Thổ 1, Đống Đa, gần phố, ở ngay, 5 tầng 22m2 giá 2.75 tỷ",22,3,4,,2023-10-30 14:30:27,"- Vị trí cực đỉnh, chỉ 3 bước chân ra mặt ngõ Oto tránh, trường học các cấp xung quanh. |- Nhà dân xây chắc chắn ở luôn, 5 tầng đầy đủ công năng tầm tiền hiếm, tiện ích không thiếu thứ gì, an ninh cực tốt. |- Nhà 5 tầng đầy đủ công năng sử dụng, khung cột chắc chắn. |+ Tầng 1: Phòng khách.  |+ Tầng 2,3,4: Mỗi tầng 1 phòng ngủ + WC.  |+ Tầng 5: Phòng thờ, sân phơi.  |- Giá bán: 2.75 tỷ có bớt |- Sổ đỏ chính chủ SSGD.",
1454,TT,Mẫu cửa nhựa màu trắng lắp đặt phòng ngủ mới nhất 2023,,,,,2023-10-30 14:34:35," |HOTLINE + zalo: 035.312.6411 – 0888.696.029 (NVKD Như Ý) | |Website: http://cuanhuacuago.net | |Mẫu cửa nhựa màu trắng lắp đặt phòng ngủ mới nhất 2023 | |Lý do chính để lựa chọn cửa màu trắng nói chung là một sự lựa chọn theo phong cách sống, một số khách hàng thực sự đánh giá cao phong cách đơn giản, sạch sẽ hoặc một chút gì đó khác biệt. Lý do khác có thể là họ có ý định sơn cửa ra vào, cửa ra vào có lớp sơn lót trắng sẽ dễ dàng cho lớp sơn trang trí sau cùng. Vòn một điều khác phải nói đến là việc lựa chọn màu sắc phong thủy. Những người có mệnh Kim (màu trắng là màu bản mệnh) hoặc mệnh Thủy (màu trắng là màu tương sinh) nên chọn các tone màu trắng trong thiết kế nội thất sẽ mang lại tiền tài và vận khí tốt. | |Những loại cửa nhựa đang được ưa chuộng hiện nay |1. Cửa nhựa giả gỗ Composite (Mẫu cửa nhựa màu trắng lắp đặt phòng ngủ mới nhất 2023) | |Cửa nhựa Composite màu trắng có vân gỗ rất hiện đại. Đây là dòng cửa Composite cao cấp thường dùng cho cửa phòng ngủ, cửa thông phòng và các loại cửa nhựa nhà vệ sinh. Cửa có rất nhiều mẫu mã, cùng với hệ khung thông minh, phù hợp với nhiều loại dày tường khác nhau. Hiện tại cửa có nhiều loại màu trắng khác nhau như: Trắng bóng, trắng mờ, trắng sữa và trắng vân gỗ. | |Cửa nhựa Compsoite màu trắng có giá hiện nay là 3.000.000đ - 3.900.000đ/bộ. Vui lòng liên hệ Zalo hoặc Hotline 0888 696 029 để gặp nhân viên tư vấn và báo giá tốt nhất. | |2. Cửa nhựa giả gỗ ABS Hàn Quốc (Kos) | |Cửa nhựa ABS Hàn Quốc (KOS) màu trắng rất thanh lịch, với khả năng chống nước, chống mối mọt hoàn toàn. Dòng cửa này hiện nay được thiết kế đóng mở êm ái, nhẹ nhàng, phù hợp dùng làm cửa phòng ngủ và cửa nhà vệ sinh. | |Cửa màu trắng nhựa Hàn Quốc là dòng cửa cao cấp. hiện cửa được niêm yết gia dao động từ 2.900.000đ - 3.000.000đ/bộ tùy vào số lượng để được chiết khấu. Vui lòng liên hệ zalo hoặc hotline 0888 696 029 để được tư vấn và báo giá nhanh nhất. | | | | |3. Cửa nhựa giả gỗ Đài Loan (Mẫu cửa nhựa màu trắng lắp đặt phòng ngủ mới nhất 2023) | |Loại cửa nhựa Đài Loan màu trắng thích hợp dùng cho phòng bé, hoặc dùng cho cửa nhà vệ sinh. Với thiết kế đơn giản, màu trắng cửa nhựa Đài Loan không hoàn toàn trắng tinh mà hơi trắng vân gỗ. | |Cửa có giá thành rẻ, hợp lý trong số các loại cửa trung cấp. Hiện tại cửa có giá chỉ từ 1.950.000đ - 2.300.000đ/bộ tùy theo số lượng. Vui lòng liên hệ zalo hoặc hotline 0888 696 029 gặp nhân viên tư vấn và báo giá tốt nhất. | |Những điều khách hàng cần lưu ý khi dùng cửa màu trắng | |Nếu bạn đang nghĩ đến việc lắp đặt cửa màu trắng ở nhà thì đây là một số lưu ý: | |Phong cách: Bạn có thể tìm thấy hai loại cửa phù hợp cho ngôi nhà: loại phẳng và loại Pano. | |Cửa pano thường là chất liệu gỗ, có ray ngang, nan dọc để hoàn thiện hoa văn. Chúng được thiết kế bằng phương pháp chế biến gỗ chuyên dụng. Những cánh cửa này có thể tạo ấn tượng thẩm mỹ cho trang trí nội thất. Và chúng phù hợp với hầu hết mọi không gian chật hẹp và rộng rãi. |Cửa màu trắng tạo phản xạ sáng khi chúng được lắp đặt ở lối vào. Nét thiết kế sâu sắc của họ trên các bảng làm cho chúng trông ấn tượng hơn. |Mặt khác, cửa phẳng được công nhận là cửa nội thất hiện đại, là lựa chọn kinh tế và rẻ tiền cho nội thất. Chúng được sơn bằng màu trắng sáng hoặc trắng nhạt và luôn mang đến sự bổ sung tốt nhất cho phong cách ngôi nhà của bạn. | |Chúng tôi có thể cung cấp cho bạn nhiều loại cửa màu trắng với vẻ ngoài trang nhã. Những sản phẩm hợp túi tiền cho gia chủ. Màu trắng sữa mờ tạo nhiều ấn tượng trong phòng ăn trong khi màu trắng tuyết mờ là lựa chọn tuyệt vời cho lối vào. | |Có rất nhiều loại gỗ thông, gỗ sồi, gỗ HDF, gỗ MDF thường được sử dụng để thiết kế cửa màu trắng. Một số loại phổ biến nhất là: gỗ công nghiệp vì chúng phù hợp với ngân sách cùng với trọng lượng nhẹ. | |Thông tin liên hệ mua cửa - Mẫu cửa nhựa màu trắng lắp đặt phòng ngủ mới nhất 2023 | |Khách hàng có nhu cầu mua cửa nhựa giả gỗ Kingdoor chúng tôi làm theo hướng dẫn dưới đây: | |Để lại thông tin trên web hoặc gọi trực tiếp + zalo: 035 312 6411 – 088 869 6029 (NVKD Như Ý) | |Khi nhân viên kinh doanh gọi tư vấn, khách hàng cung cấp kích thước, mẫu mã, phụ kiện đi kèm… | |Hình thức thanh toán bên công ty: 40% đặt cọc, 40% giao hàng, 20% lắp dựng hoàn thiện | |Đối với đơn hàng không lắp dựng: 40% đặt cọc, 60% giao hàng. | |Hình thức giao hàng và lắp dựng: Khi có cửa được nhân viên kinh doanh gọi giao hàng. Sau khi giao cửa và thu số tiền đợt 2 sẽ bố trí thợ lắp đặt trong ngày hôm sau. | |>> Xem thêm báo giá cửa nhựa gỗ Composite  tại đây. | |>>> Xem thêm báo giá cửa nhựa ABS Hàn Quốc  tại đây. | |>>> Xem thêm báo giá cửa nhựa Đài Loan  tại đây. | |> >Xem thêm báo giá cửa gỗ công nghiệp  tại đây. | |>  Xem thêm báo giá cửa gỗ MDF  tại đây. | |Xem thêm báo giá cửa thép chống cháy  tại đây. | |Xem thêm báo giá cửa gỗ chống cháy  tại đây. | |THÔNG TIN NHÀ CUNG CẤP | |HOTLINE: 035.312.6411 – 088.869.6029 Gặp NVKD (Như Ý) | |WEBSITE: http://Cuanhuacuago.net | |FANPAGE: Cửa nhựa cửa gỗ | |SHOWROOM CÔNG TY KINGDOOR | |SHOWROOM 1: 639 QL 13 P.Hiệp Bình Phước, TP.Thủ Đức | |SHOWROOM 2: 602 Kinh Dương Vương, P.An Lạc, Q.Tân Bình | |SHOWROOM 3: 731 Lê Hồng Phong, P.Phước Long, Tp. Nha Trang | |SHOWROOM 4: 671 Nguyễn Duy Trinh, Bình Trưng Đông, Quận 2",
1455,3.95,"Nhà mới 3 phòng ngủ, Âu Cơ cạnh Đại Học Văn Hiến, 3.95 tỷ",48,3,3,"Âu Cơ, P.10, Tân Bình",2023-10-30 14:38:45,,
1456,8.5,"Hxh 5m 4PN 4,5x19 Quang Trung P11 Gò Vấp",86,4,4,,2023-10-30 15:00:52," |+ 4PN  4,5x19 Hxh 5m Quang Trung Phường 11 Gò Vấp |+ Sát mặt tiền, hẻm to, thông kinh doanh tốt chỉ 8,5 tỷ |+ 1 trệt 2 lầu 4 phòng ngủ 4wc kiên cố, oto vào nhà |+ An ninh, dân trí, gần ủy ban, sân bay, ngã 6 tiện ra Nguyễn Kiệm, Phạm Văn Đồng",
1457,5.5,"Nhà tiện xây mới, 48m2 phù hợp xây CHDV, giáp Phú Nhuận tiện lợi",48,1,1,,2023-10-30 15:06:51,"+ Diện tích: 3.2m x 17m = 48m2 |Kết cấu: nhà c4 tiện xây mới, phù hợp xây CHDV |+ vị trí: hẻm 3m |Hotline : Duyên 0908638007 để biết thêm chi tiết. |Hình minh họa",
1458,115,"BÁN NHÀ MẶT PHỐ TÂY HỒ 210M, MẶT TIỀN 10M, VỈA HÈ, FULL THỔ CƯ",210,3,2,,2023-10-30 15:12:32,"-Vị trí : Khu vực Quảng Khánh- Từ Hoa-Yên Hoa  |-Hiện trạng: nhà 3 tầng cũ, mặt tiền 10m, view hồ Tây  |-Pháp lý : Sổ đỏ  |Giá : 115 tỷ ( có gia lộc ) |Liên hệ xem nhà miễn phí và tư vấn : Trần Hải 0906098086",
1459,17,MT 6x20 2 lầu Hoàng Văn Thụ P4 Tân Bình 17 tỷ,120,4,4,,2023-10-30 15:19:09," |+ Mặt tiền kinh doanh đa ngành sầm uất Lăng Cha Cả, sân bay, Lê Văn Sỹ |+ 6m hiếm có cho thuê gần 1 tỷ/năm  |+ Nhà đẹp 4 phòng ngủ 4wc lộng lẫy ở liền",
1460,5.7,"Bán nhà HXH thông đường MIẾU GÒ XOÀI, DT: 4x14m, lửng 3 lầu, giá: 5.7 tỷ TL Liên Hệ Ngay",56,,,,2023-10-30 15:20:22,"- Hiện trạng: Hẻm 7m thông ra đường Lê Văn Quới và Gò Xoài, cách mặt tiền đường chỉ vài chục m. Bán kính tiện ích xung quanh đầy đủ như chợ, siêu thị, trường học, dịch vụ ăn uống, cửa hàng công nghệ,v.v... |- Kết cấu: 1 trệt, 1 lửng, 2 lầu, sân thượng, 4 phòng ngủ, 5 toilet. |- Vị trí: Khu dân cư an ninh, dân trí cao, văn minh, sạch sẽ. |- Giá: 5.7 tỷ TL. | |Liên hệ: 0707725457 Phú Cường. |Hỗ Trợ Khách Hàng Đăng Bộ Sang Tên Hoàn Toàn Miễn Phí. |Cam kết những thông tin trên đúng 100% sự thật. |Uy Tín - Chuyên Nghiệp - Tốc Độ - Hiệu Quả. |Sàn giao dịch BĐS TanPhuLand. |Đc: 229 Lê Văn Quới, P. Bình Trị Đông, Q. Bình Tân, TP. Hồ Chí Minh.",
1461,5.75,"BÁN NHÀ 49M2 HỒNG LẠC TÂN BÌNH, GIÁ 5.75 TỶ",49,,,,2023-10-30 15:44:17,"-	Kết cấu nhà 2 tầng,  |-	Đường trước nhà 5m, hẽm thông nhiều phía, sạch sẽ dân trí cao. |-	Sổ vuông rất đẹp, nhà mời vào ở ngay |-	Vị trí thuận tiện, gần siêu thị, gần trường học, gần chợ… | |Liên hệ: Em Diễm 0868590168 ( Chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các Quận Sài Gòn). Iroze.ii",
1462,1500,"NHÀ PHỐ, ĐẤT NỀN KHU TÁI ĐỊNH CƯ BỬU LONG MỞ RỘNG SỔ RIÊNG CHỈ 1TY5",100,,,bửu long,2023-10-30 16:04:55,"Nhà Tân cổ điển 1 trệt 1 lầu chỉ cần 800 triệu sở hữu ngay. Phong cách hiện đại |• Diện tích đa dạng : 85m2 - 100m2 |• Đường Nhựa Trước Nhà 10 Mét. Điện nước máy |• Thiết kế : 1 trệt 1 lầu ,3 phòng ngủ, phòng khách, 2Wc, Sân xe,bếp,phòng thờ ... |• Pháp lý : Sổ Hồng Riêng Thổ Cư ( Sỗ sẵn ) Ngân hàng BIDV hỗ trợ vay 70% |• Giá ưu đãi  1tỷ5 - 2tỷ3 ( Nhà và đất ) |✍ Tặng Bộ Nội Thất 60 triệu cho 2 khách hàng thiện chí sớm nhất |Liên hệ 03 567 567 39 ( Quý ) xem nhà , xem sổ trực tiếp",
1463,5.6,"BÁN NHÀ ÂU CƠ TÂN BÌNH 51M2 , HẼM BA GÁC GIÁ 5.6 TỶ",51,2,2,,2023-10-30 16:19:15,"-	Kết cấu nhà 1 trệt 1 lầu , 2 phòng ngủ, 2 toilet, |-	Chính chủ năm 2009, sổ vuông đẹp, chủ thiện chí bán, hàng xóm thân thiện, khu vực an ninh. | |Liên hệ: Em Diễm 0868590168 ( Chuyên mua bán – ký gửi nhà phố, hẻm ô tô tại các Quận Sài Gòn).  yoiro.saze",
1464,7.4,"HXH 8m, Đường Số 21 Phường 08 Gò Vấp, 67m2 5 tầng chỉ 7.4 tỷ",67,5,6,Đường Số 21,2023-10-30 16:19:32,"* Vị trí: khu nhà cao tầng gần Nguyễn Văn Khối phường 8 Gò Vấp. |* Diện tích 67m2, 5 tầng BTCT, 2 phòng khách, 5 phòng ngủ, 6 WC, sân thượng, xe hơi ngủ nhà. |* Hẻm 8m, tráng nhựa sạch sẽ, xe hơi, xe tải ra vào tốt. Khu vực an ninh, yên tĩnh,  |* Sổ hồng hoàn công đủ. Công chứng mua bán ngay.",
